Elapsed Time[s]	Write 0 [A]	
33.8144	0.838	
33.8146	0.838	
33.8148	0.837	
33.8150	0.838	
33.8152	0.838	
33.8154	0.837	
33.8156	0.838	
33.8158	0.837	
33.8160	0.838	
33.8162	0.838	
33.8164	0.837	
33.8166	0.837	
33.8168	0.836	
33.8170	0.837	
33.8172	0.837	
33.8174	0.839	
33.8176	0.836	
33.8178	0.837	
33.8180	0.837	
33.8182	0.837	
33.8184	0.837	
33.8186	0.837	
33.8188	0.837	
33.8190	0.836	
33.8192	0.838	
33.8194	0.837	
33.8196	0.838	
33.8198	0.835	
33.8200	0.838	
33.8202	0.838	
33.8204	0.836	
33.8206	0.839	
33.8208	0.837	
33.8210	0.838	
33.8212	0.838	
33.8214	0.838	
33.8216	0.838	
33.8218	0.837	
33.8220	0.837	
33.8222	0.836	
33.8224	0.838	
33.8226	0.838	
33.8228	0.838	
33.8230	0.838	
33.8232	0.837	
33.8234	0.838	
33.8236	0.838	
33.8238	0.839	
33.8240	0.838	
33.8242	0.838	
33.8244	0.837	
33.8246	0.837	
33.8248	0.838	
33.8250	0.838	
33.8252	0.838	
33.8254	0.838	
33.8256	0.838	
33.8258	0.840	
33.8260	0.837	
33.8262	0.838	
33.8264	0.838	
33.8266	0.839	
33.8268	0.838	
33.8270	0.838	
33.8272	0.839	
33.8274	0.838	
33.8276	0.837	
33.8278	0.839	
33.8280	0.839	
33.8282	0.838	
33.8284	0.837	
33.8286	0.838	
33.8288	0.838	
33.8290	0.838	
33.8292	0.838	
33.8294	0.838	
33.8296	0.839	
33.8298	0.838	
33.8300	0.839	
33.8302	0.838	
33.8304	0.838	
33.8306	0.838	
33.8308	0.838	
33.8310	0.840	
33.8312	0.839	
33.8314	0.838	
33.8316	0.839	
33.8318	0.839	
33.8320	0.838	
33.8322	0.839	
33.8324	0.838	
33.8326	0.839	
33.8328	0.839	
33.8330	0.839	
33.8332	0.838	
33.8334	0.838	
33.8336	0.840	
33.8338	0.839	
33.8340	0.839	
33.8342	0.838	
33.8344	0.838	
33.8346	0.838	
33.8348	0.838	
33.8350	0.838	
33.8352	0.838	
33.8354	0.838	
33.8356	0.838	
33.8358	0.838	
33.8360	0.838	
33.8362	0.838	
33.8364	0.837	
33.8366	0.838	
33.8368	0.838	
33.8370	0.838	
33.8372	0.838	
33.8374	0.837	
33.8376	0.838	
33.8378	0.837	
33.8380	0.837	
33.8382	0.838	
33.8384	0.838	
33.8386	0.839	
33.8388	0.838	
33.8390	0.837	
33.8392	0.836	
33.8394	0.838	
33.8396	0.838	
33.8398	0.838	
33.8400	0.839	
33.8402	0.837	
33.8404	0.837	
33.8406	0.837	
33.8408	0.838	
33.8410	0.839	
33.8412	0.838	
33.8414	0.838	
33.8416	0.839	
33.8418	0.838	
33.8420	0.838	
33.8422	0.838	
33.8424	0.838	
33.8426	0.837	
33.8428	0.838	
33.8430	0.836	
33.8432	0.837	
33.8434	0.837	
33.8436	0.839	
33.8438	0.837	
33.8440	0.839	
33.8442	0.837	
33.8444	0.838	
33.8446	0.838	
33.8448	0.838	
33.8450	0.838	
33.8452	0.838	
33.8454	0.838	
33.8456	0.836	
33.8458	0.839	
33.8460	0.838	
33.8462	0.838	
33.8464	0.838	
33.8466	0.838	
33.8468	0.839	
33.8470	0.838	
33.8472	0.839	
33.8474	0.838	
33.8476	0.839	
33.8478	0.838	
33.8480	0.838	
33.8482	0.839	
33.8484	0.838	
33.8486	0.837	
33.8488	0.838	
33.8490	0.838	
33.8492	0.838	
33.8494	0.838	
33.8496	0.839	
33.8498	0.837	
33.8500	0.838	
33.8502	0.837	
33.8504	0.839	
33.8506	0.838	
33.8508	0.838	
33.8510	0.838	
33.8512	0.837	
33.8514	0.838	
33.8516	0.837	
33.8518	0.839	
33.8520	0.836	
33.8522	0.839	
33.8524	0.838	
33.8526	0.838	
33.8528	0.838	
33.8530	0.838	
33.8532	0.838	
33.8534	0.838	
33.8536	0.838	
33.8538	0.838	
33.8540	0.838	
33.8542	0.837	
33.8544	0.838	
33.8546	0.837	
33.8548	0.837	
33.8550	0.838	
33.8552	0.838	
33.8554	0.837	
33.8556	0.838	
33.8558	0.838	
33.8560	0.837	
33.8562	0.836	
33.8564	0.837	
33.8566	0.837	
33.8568	0.838	
33.8570	0.837	
33.8572	0.837	
33.8574	0.838	
33.8576	0.837	
33.8578	0.838	
33.8580	0.838	
33.8582	0.839	
33.8584	0.838	
33.8586	0.836	
33.8588	0.838	
33.8590	0.837	
33.8592	0.838	
33.8594	0.838	
33.8596	0.838	
33.8598	0.838	
33.8600	0.838	
33.8602	0.837	
33.8604	0.837	
33.8606	0.838	
33.8608	0.838	
33.8610	0.839	
33.8612	0.838	
33.8614	0.838	
33.8616	0.838	
33.8618	0.837	
33.8620	0.838	
33.8622	0.838	
33.8624	0.838	
33.8626	0.838	
33.8628	0.839	
33.8630	0.838	
33.8632	0.838	
33.8634	0.838	
33.8636	0.838	
33.8638	0.838	
33.8640	0.839	
33.8642	0.839	
33.8644	0.838	
